Date,start_time,end_time,Open,High,Low,Close
20200908,11:35,12:05,11407.75,11428.4,11401.6,11404.6
20200908,12:05,12:35,11404.65,11437.05,11402.15,11430.85
20200908,12:35,13:05,11430.0,11437.25,11412.2,11420.7
20200908,13:05,13:35,11420.5,11425.75,11403.3,11409.85
20200908,13:35,14:05,11408.35,11411.05,11379.6,11400.4
20200908,14:05,14:35,11400.1,11418.5,11350.15,11363.85
20200908,14:35,15:05,11362.9,11377.6,11307.8,11317.1
20200908,15:05,15:35,11317.05,11335.45,11290.45,11317.35
20200909,9:05,9:35,11218.6,11271.0,11207.5,11267.6
20200909,9:35,10:05,11266.75,11281.75,11221.25,11239.9
20200909,10:05,10:35,11240.5,11243.1,11221.85,11230.35
20200909,10:35,11:05,11230.85,11259.3,11229.95,11245.0
20200909,11:05,11:35,11244.95,11252.75,11232.65,11237.3
20200909,11:35,12:05,11237.0,11240.35,11203.5,11207.75
20200909,12:05,12:35,11208.3,11226.9,11185.15,11223.95
20200909,12:35,13:05,11224.25,11241.7,11206.7,11223.85
20200909,13:05,13:35,11223.35,11249.05,11218.5,11245.25
20200909,13:35,14:05,11245.4,11263.5,11238.65,11249.95
20200909,14:05,14:35,11249.5,11268.3,11219.25,11265.8
20200909,14:35,15:05,11265.9,11278.55,11245.1,11251.45
20200909,15:05,15:35,11251.2,11298.15,11251.2,11278.0
20200910,9:05,9:35,11363.3,11367.35,11327.4,11354.1
20200910,9:35,10:05,11355.15,11360.5,11343.55,11355.9
20200910,10:05,10:35,11355.35,11378.3,11348.95,11372.4
20200910,10:35,11:05,11372.25,11403.05,11371.65,11391.6
20200910,11:05,11:35,11391.15,11414.7,11391.15,11409.4
20200910,11:35,12:05,11409.35,11424.0,11401.8,11402.45
20200910,12:05,12:35,11402.35,11417.4,11398.2,11409.65
20200910,12:35,13:05,11409.85,11446.25,11385.05,11397.2
20200910,13:05,13:35,11395.95,11408.0,11362.85,11391.9
20200910,13:35,14:05,11391.6,11403.35,11363.95,11388.55
20200910,14:05,14:35,11389.55,11430.05,11381.25,11422.9
20200910,14:35,15:05,11422.6,11441.9,11409.3,11436.4
20200910,15:05,15:35,11436.1,11464.05,11435.35,11449.25
20200911,9:05,9:35,11447.8,11493.5,11423.9,11479.7
20200911,9:35,10:05,11480.6,11480.6,11428.15,11440.55
20200911,10:05,10:35,11440.35,11465.75,11436.65,11457.05
20200911,10:35,11:05,11457.2,11479.95,11449.65,11460.35
20200911,11:05,11:35,11460.15,11465.35,11440.25,11450.15
20200911,11:35,12:05,11450.0,11451.9,11433.0,11437.8
20200911,12:05,12:35,11437.5,11466.45,11433.2,11454.1
20200911,12:35,13:05,11454.0,11471.95,11449.85,11460.45
20200911,13:05,13:35,11460.3,11461.9,11421.45,11435.35
20200911,13:35,14:05,11435.1,11449.4,11419.9,11444.95
20200911,14:05,14:35,11444.4,11470.05,11437.0,11441.9
20200911,14:35,15:05,11441.8,11478.5,11441.1,11464.55
20200911,15:05,15:35,11463.8,11476.25,11453.35,11464.45
20200914,9:05,9:35,11540.15,11563.35,11528.55,11543.35
20200914,9:35,10:05,11540.05,11547.7,11516.9,11533.05
20200914,10:05,10:35,11532.6,11550.0,11528.05,11547.4
20200914,10:35,11:05,11547.5,11551.75,11536.55,11540.3
20200914,11:05,11:35,11540.45,11549.9,11533.4,11547.85
20200914,11:35,12:05,11547.55,11568.9,11547.55,11558.8
20200914,12:05,12:35,11558.4,11561.65,11533.1,11539.75
20200914,12:35,13:05,11540.55,11551.25,11535.55,11546.65
20200914,13:05,13:35,11547.25,11547.4,11499.15,11516.1
20200914,13:35,14:05,11516.25,11521.05,11471.65,11475.4
20200914,14:05,14:35,11476.7,11476.95,11383.55,11426.8
20200914,14:35,15:05,11426.15,11478.95,11402.65,11460.95
20200914,15:05,15:35,11460.65,11467.45,11410.4,11440.05
20200915,9:05,9:35,11487.2,11503.1,11462.7,11500.0
20200915,9:35,10:05,11499.4,11510.55,11474.1,11474.15
20200915,10:05,10:35,11473.8,11491.95,11465.9,11476.2
20200915,10:35,11:05,11475.0,11482.85,11442.25,11466.6
20200915,11:05,11:35,11466.9,11491.05,11457.9,11489.0
20200915,11:35,12:05,11488.3,11504.65,11480.0,11500.2
20200915,12:05,12:35,11500.55,11504.6,11484.3,11502.25
20200915,12:35,13:05,11502.2,11514.45,11490.6,11508.45
20200915,13:05,13:35,11508.3,11513.85,11464.85,11486.8
20200915,13:35,14:05,11487.05,11523.55,11484.45,11518.2
20200915,14:05,14:35,11518.85,11534.55,11503.55,11523.15
20200915,14:35,15:05,11523.4,11531.8,11510.85,11521.35
20200915,15:05,15:35,11520.25,11535.95,11510.4,11521.8
20200916,9:05,9:35,11538.45,11546.55,11516.75,11531.2
20200916,9:35,10:05,11532.05,11556.2,11526.8,11549.95
20200916,10:05,10:35,11548.85,11567.6,11537.85,11558.5
20200916,10:35,11:05,11558.6,11570.35,11552.85,11556.25
20200916,11:05,11:35,11556.2,11561.5,11536.65,11556.1
20200916,11:35,12:05,11556.05,11558.85,11523.75,11531.8
20200916,12:05,12:35,11532.1,11561.4,11531.95,11559.8
20200916,12:35,13:05,11560.2,11582.9,11542.8,11573.4
20200916,13:05,13:35,11573.45,11573.85,11552.55,11559.35
20200916,13:35,14:05,11558.5,11591.1,11558.5,11580.4
20200916,14:05,14:35,11580.1,11604.2,11571.5,11597.8
20200916,14:35,15:05,11598.05,11618.1,11585.05,11606.2
20200916,15:05,15:35,11605.6,11614.35,11593.9,11604.55
20200917,9:05,9:35,11539.4,11570.3,11520.5,11566.1
20200917,9:35,10:05,11566.75,11579.95,11560.4,11567.1
20200917,10:05,10:35,11566.75,11576.1,11557.5,11575.45
20200917,10:35,11:05,11575.0,11587.2,11567.25,11573.85
20200917,11:05,11:35,11573.75,11574.9,11545.9,11554.25
20200917,11:35,12:05,11554.15,11556.0,11505.75,11522.95
20200917,12:05,12:35,11523.7,11539.2,11512.4,11520.05
20200917,12:35,13:05,11520.55,11551.3,11513.85,11541.6
20200917,13:05,13:35,11542.45,11543.5,11523.25,11537.8
20200917,13:35,14:05,11536.5,11545.3,11523.05,11533.5
20200917,14:05,14:35,11533.7,11556.8,11527.6,11554.85
20200917,14:35,15:05,11555.35,11561.45,11498.5,11515.0
20200917,15:05,15:35,11515.9,11526.7,11505.95,11516.1
20200918,9:05,9:35,11584.1,11584.1,11550.9,11563.3
20200918,9:35,10:05,11562.8,11581.25,11554.9,11576.8
20200918,10:05,10:35,11577.45,11578.65,11548.0,11557.7
20200918,10:35,11:05,11557.65,11559.65,11537.55,11553.3
20200918,11:05,11:35,11552.5,11563.25,11540.6,11561.45
20200918,11:35,12:05,11561.95,11570.9,11555.8,11562.0
20200918,12:05,12:35,11562.8,11569.65,11557.0,11559.6
20200918,12:35,13:05,11560.0,11564.0,11546.2,11554.2
20200918,13:05,13:35,11553.7,11563.3,11539.55,11545.05
20200918,13:35,14:05,11544.4,11578.75,11544.15,11572.8
20200918,14:05,14:35,11572.5,11575.0,11463.1,11470.7
20200918,14:35,15:05,11464.95,11518.2,11446.1,11488.85
20200918,15:05,15:35,11489.2,11519.75,11488.9,11504.95
20200921,9:05,9:35,11503.8,11529.25,11492.15,11524.5
20200921,9:35,10:05,11523.6,11530.9,11486.0,11501.0
20200921,10:05,10:35,11501.15,11535.25,11477.15,11524.2
20200921,10:35,11:05,11523.95,11527.2,11484.3,11486.7
20200921,11:05,11:35,11485.75,11500.95,11482.5,11487.05
20200921,11:35,12:05,11486.95,11513.15,11483.85,11492.3
20200921,12:05,12:35,11492.25,11512.95,11488.85,11496.0
20200921,12:35,13:05,11495.25,11495.25,11454.35,11456.25
20200921,13:05,13:35,11456.15,11460.75,11419.7,11429.75
20200921,13:35,14:05,11429.7,11435.25,11368.7,11375.8
20200921,14:05,14:35,11375.1,11382.75,11252.6,11267.4
20200921,14:35,15:05,11266.9,11317.55,11258.95,11264.1
20200921,15:05,15:35,11262.2,11271.35,11218.5,11250.55
20200922,9:05,9:35,11301.75,11302.2,11133.15,11137.3
20200922,9:35,10:05,11139.2,11172.85,11084.65,11159.95
20200922,10:05,10:35,11159.85,11206.45,11136.0,11178.55
20200922,10:35,11:05,11179.1,11188.5,11146.0,11153.7
20200922,11:05,11:35,11153.2,11177.7,11124.9,11175.3
20200922,11:35,12:05,11173.4,11195.0,11152.9,11181.3
20200922,12:05,12:35,11180.95,11195.05,11145.75,11186.45
20200922,12:35,13:05,11186.75,11225.3,11179.8,11205.25
20200922,13:05,13:35,11204.95,11226.3,11176.6,11222.8
20200922,13:35,14:05,11223.2,11250.45,11164.7,11177.15
20200922,14:05,14:35,11177.45,11183.75,11125.4,11149.45
20200922,14:35,15:05,11149.7,11166.4,11117.2,11136.15
20200922,15:05,15:35,11136.8,11176.8,11133.55,11153.65
20200923,9:05,9:35,11258.75,11259.55,11200.75,11204.2
20200923,9:35,10:05,11204.7,11228.5,11184.6,11208.0
20200923,10:05,10:35,11208.05,11231.55,11193.9,11228.3
20200923,10:35,11:05,11228.75,11236.2,11214.6,11218.15
20200923,11:05,11:35,11217.8,11228.55,11206.75,11215.1
20200923,11:35,12:05,11215.15,11223.2,11143.65,11162.1
20200923,12:05,12:35,11163.15,11166.6,11125.35,11156.85
20200923,12:35,13:05,11157.1,11157.85,11079.15,11113.8
20200923,13:05,13:35,11112.45,11138.3,11095.7,11110.55
20200923,13:35,14:05,11109.4,11114.65,11024.4,11042.35
20200923,14:05,14:35,11042.8,11123.7,11030.2,11110.8
20200923,14:35,15:05,11110.65,11135.15,11076.4,11119.3
20200923,15:05,15:35,11119.2,11150.2,11118.85,11131.85
20200924,9:05,9:35,11011.0,11015.3,10951.8,10989.5
20200924,9:35,10:05,10990.5,11014.15,10971.6,10972.35
20200924,10:05,10:35,10971.6,10982.85,10930.9,10941.35
20200924,10:35,11:05,10941.5,10951.8,10924.4,10927.9
20200924,11:05,11:35,10927.75,10958.15,10917.1,10949.5
20200924,11:35,12:05,10949.7,10949.75,10906.1,10912.95
20200924,12:05,12:35,10912.75,10929.35,10890.25,10902.9
20200924,12:35,13:05,10902.25,10937.35,10896.1,10934.65
20200924,13:05,13:35,10935.15,10956.3,10917.95,10918.35
20200924,13:35,14:05,10918.75,10926.75,10884.25,10892.8
20200924,14:05,14:35,10892.7,10913.55,10861.4,10862.3
20200924,14:35,15:05,10862.2,10880.15,10800.6,10811.65
20200924,15:05,15:35,10812.3,10827.65,10790.2,10805.55
20200925,9:05,9:35,10910.4,10939.2,10881.55,10936.05
20200925,9:35,10:05,10936.85,10946.85,10906.2,10908.1
20200925,10:05,10:35,10907.4,10916.65,10854.85,10901.55
20200925,10:35,11:05,10903.45,10912.15,10883.2,10904.5
20200925,11:05,11:35,10904.45,10950.4,10899.45,10933.1
20200925,11:35,12:05,10932.65,10946.85,10907.3,10933.6
20200925,12:05,12:35,10933.4,11011.75,10926.95,10967.6
20200925,12:35,13:05,10967.0,11005.3,10965.6,10991.05
20200925,13:05,13:35,10990.6,11007.1,10961.25,10994.25
20200925,13:35,14:05,10994.45,10995.8,10960.55,10987.65
20200925,14:05,14:35,10987.2,11050.15,10987.05,11025.8
20200925,14:35,15:05,11026.65,11072.6,11026.55,11048.65
20200925,15:05,15:35,11048.95,11065.35,11032.95,11050.25
20200928,9:05,9:35,11140.85,11151.6,11099.85,11149.6
20200928,9:35,10:05,11149.8,11177.95,11141.45,11156.75
20200928,10:05,10:35,11156.25,11175.4,11147.6,11157.35
20200928,10:35,11:05,11156.95,11201.15,11156.85,11192.95
20200928,11:05,11:35,11193.15,11212.6,11184.65,11203.9
20200928,11:35,12:05,11202.75,11207.85,11177.95,11199.1
20200928,12:05,12:35,11199.65,11210.0,11192.5,11192.5
20200928,12:35,13:05,11191.85,11224.05,11176.35,11219.2
20200928,13:05,13:35,11218.5,11227.45,11198.1,11202.0
20200928,13:35,14:05,11201.75,11234.05,11200.0,11229.0
20200928,14:05,14:35,11229.2,11232.7,11210.4,11228.05
20200928,14:35,15:05,11227.5,11231.65,11198.1,11229.45
20200928,15:05,15:35,11228.85,11239.35,11219.1,11227.55
20200929,9:05,9:35,11288.6,11305.4,11261.0,11262.7
20200929,9:35,10:05,11262.2,11274.45,11233.9,11243.7
20200929,10:05,10:35,11244.4,11273.35,11238.8,11254.2
20200929,10:35,11:05,11254.35,11256.8,11201.35,11204.05
20200929,11:05,11:35,11202.8,11225.5,11192.85,11222.0
20200929,11:35,12:05,11222.25,11252.7,11215.7,11240.85
20200929,12:05,12:35,11240.8,11245.6,11215.2,11231.6
20200929,12:35,13:05,11231.5,11231.5,11181.0,11217.85
20200929,13:05,13:35,11218.35,11226.4,11196.9,11203.55
20200929,13:35,14:05,11203.8,11258.2,11201.0,11242.55
20200929,14:05,14:35,11242.8,11283.5,11228.0,11278.25
20200929,14:35,15:05,11279.35,11283.75,11203.95,11217.1
20200929,15:05,15:35,11217.35,11238.35,11207.8,11222.4
20200930,9:05,9:35,11244.45,11249.5,11199.7,11225.05
20200930,9:35,10:05,11224.8,11232.25,11184.55,11201.35
20200930,10:05,10:35,11201.55,11270.65,11201.2,11251.7
20200930,10:35,11:05,11251.75,11280.75,11246.4,11256.65
20200930,11:05,11:35,11256.3,11261.75,11208.55,11217.95
20200930,11:35,12:05,11217.75,11238.1,11205.05,11234.3
20200930,12:05,12:35,11233.3,11255.5,11219.75,11252.7
20200930,12:35,13:05,11252.45,11274.65,11243.95,11273.4
20200930,13:05,13:35,11274.35,11275.45,11241.8,11263.7
20200930,13:35,14:05,11264.55,11280.15,11252.55,11274.85
20200930,14:05,14:35,11274.65,11295.4,11267.15,11285.55
20200930,14:35,15:05,11286.3,11288.1,11247.05,11262.6
20200930,15:05,15:35,11263.1,11267.7,11221.5,11247.55
